# Opmerking: door stationsverplaatsingen en veranderingen in waarneemmethodieken zijn deze tijdreeksen van uurwaarden mogelijk inhomogeen! Dat betekent dat deze reeks van gemeten waarden niet geschikt is voor trendanalyse. Voor studies naar klimaatverandering verwijzen we naar de gehomogeniseerde dagreeksen <http://www.knmi.nl/nederland-nu/klimatologie/daggegevens> of de Centraal Nederland Temperatuur <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>.
# 
# SOURCE: ROYAL NETHERLANDS METEOROLOGICAL INSTITUTE (KNMI)
# Comment: These time series are inhomogeneous because of station relocations and changes in observation techniques. As a result these series are not suitable for trend analysis. For climate change studies we refer to the homogenized series of daily data <http://www.knmi.nl/nederland-nu/klimatologie/daggegevens> or the Central Netherlands Temperature <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>.
# 
# STN         LON(east)   LAT(north)  ALT(m)      NAME
# 278         6.259       52.435      3.60        Heino       
# TG        : Etmaalgemiddelde temperatuur (in 0.1 graden Celsius) / Daily mean temperature in (0.1 degrees Celsius)
# TN        : Minimum temperatuur (in 0.1 graden Celsius) / Minimum temperature (in 0.1 degrees Celsius)
# TX        : Maximum temperatuur (in 0.1 graden Celsius) / Maximum temperature (in 0.1 degrees Celsius)
# RH        : Etmaalsom van de neerslag (in 0.1 mm) (-1 voor <0.05 mm) / Daily precipitation amount (in 0.1 mm) (-1 for <0.05 mm)
# STN,YYYYMMDD,   TG,   TN,   TX,   RH
  278,20191109,   58,   -3,   92,   -1
  278,20191110,   36,    3,   91,    0
  278,20191111,   49,    5,   75,   12
  278,20191112,   46,   32,   65,   28
  278,20191113,   57,   34,   96,   34
  278,20191114,   48,   27,   78,   -1
  278,20191115,   35,    0,   54,    0
  278,20191116,   42,   20,   62,    0
  278,20191117,   40,    4,   62,   31
  278,20191118,   66,   47,   79,  137
  278,20191119,   44,  -17,   87,   23
  278,20191120,   -3,  -28,   16,    0
  278,20191121,   27,   10,   54,    0
  278,20191122,   53,    8,  102,    1
  278,20191123,   54,   31,   80,    0
  278,20191124,   44,   10,   81,    0
  278,20191125,   58,   16,  102,    0
  278,20191126,   88,   46,  111,    5
  278,20191127,  101,   92,  124,  148
  278,20191128,   93,   66,  108,   90
  278,20191129,   44,    6,   84,    0
  278,20191130,    7,  -33,   74,    0
  278,20191201,   -5,  -31,   22,    0
  278,20191202,   44,  -13,   87,   14
  278,20191203,   54,   22,   79,    3
  278,20191204,   15,  -34,   76,    0
  278,20191205,   12,  -35,   46,   -1
  278,20191206,   63,   43,   88,  127
  278,20191207,   89,   82,   95,    3
  278,20191208,   90,   67,  108,   30
  278,20191209,   63,   34,   87,   15
  278,20191210,   46,    8,   71,    0
  278,20191211,   58,   43,   72,   31
  278,20191212,   45,   35,   58,   -1
  278,20191213,   38,   26,   58,   57
  278,20191214,   49,   14,   75,   88
  278,20191215,   70,   36,   89,   16
  278,20191216,   67,   44,   82,    1
  278,20191217,  102,   49,  147,   34
  278,20191218,   61,   38,   80,    0
  278,20191219,  102,   62,  141,   -1
  278,20191220,  106,   81,  124,    9
  278,20191221,   75,   56,   92,   -1
  278,20191222,   74,   58,   89,   57
  278,20191223,   74,   59,   92,   14
  278,20191224,   76,   58,   94,   71
  278,20191225,   62,   27,   84,   12
  278,20191226,   49,   29,   70,    0
  278,20191227,   16,  -26,   57,    0
  278,20191228,   -8,  -41,   17,    0
  278,20191229,   12,  -15,   35,    0
  278,20191230,   46,   25,   79,    0
  278,20191231,   33,   -9,   72,    1
  278,20200101,   -2,  -14,   29,    0
  278,20200102,   21,   -8,   63,    0
  278,20200103,   72,   30,   95,   36
  278,20200104,   55,   20,   78,    0
  278,20200105,   60,   12,   71,    0
  278,20200106,   55,   36,   66,    0
  278,20200107,   69,   48,   80,    0
  278,20200108,  102,   75,  126,   14
  278,20200109,  113,   92,  125,   13
  278,20200110,   61,   11,  116,    6
  278,20200111,   50,   16,   71,    0
  278,20200112,   67,   49,   95,   18
  278,20200113,   74,   59,   94,    0
  278,20200114,  103,   90,  124,   67
  278,20200115,   95,   49,  121,   42
  278,20200116,   69,   36,  101,    0
  278,20200117,   84,   46,  105,    4
  278,20200118,   38,   11,   71,   24
  278,20200119,   31,  -17,   78,   12
  278,20200120,   28,  -23,   64,    0
  278,20200121,   22,   -6,   57,    0
  278,20200122,   43,   21,   66,    5
  278,20200123,   25,   13,   41,    0
  278,20200124,   20,   14,   33,    0
  278,20200125,   16,    9,   24,    0
  278,20200126,   46,    9,   76,    1
  278,20200127,   79,   68,   94,   66
  278,20200128,   49,   29,   78,   41
  278,20200129,   49,   30,   70,   16
  278,20200130,   85,   54,  118,    2
  278,20200131,  111,   88,  128,    2
  278,20200201,  105,   86,  119,    4
  278,20200202,   83,   65,   98,   64
  278,20200203,   90,   56,  108,    3
  278,20200204,   45,   20,   67,   35
  278,20200205,   30,  -36,   75,    0
  278,20200206,   43,    8,   74,    0
  278,20200207,   45,   -6,   81,    0
  278,20200208,   67,   22,  102,   13
  278,20200209,  100,   78,  124,  108
  278,20200210,   72,   41,  110,   81
  278,20200211,   53,   34,   70,    5
  278,20200212,   46,   23,   73,    3
  278,20200213,   47,   25,   71,  100
  278,20200214,   64,   45,   75,    0
  278,20200215,  100,   65,  131,   -1
  278,20200216,  123,   83,  169,   96
  278,20200217,   79,   51,  105,   20
  278,20200218,   72,   47,   95,   25
  278,20200219,   56,   40,   80,   25
  278,20200220,   77,   51,  106,   69
  278,20200221,   69,   30,   90,    0
  278,20200222,   87,   66,  118,  104
  278,20200223,   78,   49,  127,  199
  278,20200224,   69,   32,  111,   95
  278,20200225,   60,   29,  104,   10
  278,20200226,   31,    2,   62,   60
  278,20200227,   23,    4,   37,   25
  278,20200228,   39,    7,   66,   92
  278,20200229,   88,   37,  136,   23
  278,20200301,   67,   43,   99,    0
  278,20200302,   55,   32,   82,   70
  278,20200303,   48,   11,   95,    6
  278,20200304,   48,   11,   98,   10
  278,20200305,   54,   25,   72,   69
  278,20200306,   53,   41,   69,   21
  278,20200307,   69,    6,  108,    0
  278,20200308,   84,   70,   95,   12
  278,20200309,   78,   64,  109,    7
  278,20200310,  101,   59,  127,  106
  278,20200311,  108,   75,  142,   34
  278,20200312,   79,   51,  118,   22
  278,20200313,   52,   -7,   91,   27
  278,20200314,   61,  -23,  118,    0
  278,20200315,   97,   69,  117,    0
  278,20200316,   78,   29,  128,    0
  278,20200317,   85,   18,  141,    0
  278,20200318,  108,   68,  151,    0
  278,20200319,   82,   69,   98,    0
  278,20200320,   63,   26,   89,    0
  278,20200321,   38,   -6,   87,    0
  278,20200322,   31,  -11,   79,    0
  278,20200323,   37,  -15,   92,    0
  278,20200324,   40,  -17,  107,    0
  278,20200325,   46,  -47,  118,    0
  278,20200326,   48,  -24,  109,    0
  278,20200327,   83,   10,  156,    0
  278,20200328,   68,   22,  122,    0
  278,20200329,   32,  -15,   67,    0
  278,20200330,   28,  -46,   92,    2
  278,20200331,   33,  -23,   90,    0
  278,20200401,   38,  -44,   96,    0
  278,20200402,   71,   25,  112,   13
  278,20200403,   54,  -11,  101,    0
  278,20200404,   71,  -14,  144,    0
  278,20200405,  111,  -11,  201,    0
  278,20200406,  146,   88,  234,    2
  278,20200407,  121,   53,  185,    0
  278,20200408,  145,   40,  244,    0
  278,20200409,  118,   43,  196,    0
  278,20200410,   90,   21,  161,    0
  278,20200411,  102,   12,  194,    0
  278,20200412,  129,   19,  224,    7
  278,20200413,   69,   45,   96,    0
  278,20200414,   56,    2,   96,    0
  278,20200415,   81,   -7,  172,    0
  278,20200416,  113,   16,  196,    0
  278,20200417,   92,   20,  157,    0
  278,20200418,  120,   28,  201,    2
  278,20200419,  110,   51,  169,    0
  278,20200420,  112,   32,  173,    0
  278,20200421,  127,   66,  182,    0
  278,20200422,  136,   75,  205,    0
  278,20200423,  137,   48,  222,    0
  278,20200424,  112,   51,  180,    0
  278,20200425,   93,   21,  149,    0
  278,20200426,   80,   -2,  155,    0
  278,20200427,  122,    5,  215,    0
  278,20200428,   96,   61,  130,   17
  278,20200429,  117,   76,  163,   13
  278,20200430,  116,   87,  166,    3
  278,20200501,   92,   61,  129,  163
  278,20200502,   93,   55,  136,  101
  278,20200503,  103,   48,  159,   22
  278,20200504,   99,   40,  151,   -1
  278,20200505,   83,    3,  143,    0
  278,20200506,   94,    2,  162,    0
  278,20200507,  100,   -2,  183,    0
  278,20200508,  134,   30,  216,    0
  278,20200509,  166,   53,  241,    0
  278,20200510,  129,   70,  234,    0
  278,20200511,   77,   28,  118,    0
  278,20200512,   71,   -6,  113,    0
  278,20200513,   69,   12,  123,   -1
  278,20200514,   70,  -13,  131,    0
  278,20200515,   75,  -16,  142,    0
  278,20200516,  105,   23,  171,    0
  278,20200517,  113,   21,  186,    0
  278,20200518,  143,   64,  220,    0
  278,20200519,  160,   95,  214,    0
  278,20200520,  156,   93,  212,    0
  278,20200521,  180,   72,  263,    0
  278,20200522,  186,  133,  257,    2
  278,20200523,  149,  114,  186,    0
  278,20200524,  129,  105,  151,   55
  278,20200525,  142,   73,  188,    0
  278,20200526,  143,   50,  221,    0
  278,20200527,  147,   73,  207,    0
  278,20200528,  130,   64,  193,    0
  278,20200529,  141,   17,  220,    0
  278,20200530,  168,   67,  231,    0
  278,20200531,  158,   89,  215,    0
  278,20200601,  169,  101,  243,    0
  278,20200602,  202,  104,  281,    0
  278,20200603,  174,  133,  230,    0
  278,20200604,  124,   84,  154,   64
  278,20200605,   92,   65,  126,  102
  278,20200606,  119,   69,  159,   32
  278,20200607,  127,  100,  164,   14
  278,20200608,  135,  111,  166,   12
  278,20200609,  132,   99,  164,    0
  278,20200610,  132,   66,  165,    0
  278,20200611,  157,  124,  198,   28
  278,20200612,  206,  146,  264,    0
  278,20200613,  210,  152,  271,    6
  278,20200614,  193,  154,  252,  165
  278,20200615,  190,  156,  234,    1
  278,20200616,  185,  156,  218,    1
  278,20200617,  186,  157,  241,   10
  278,20200618,  181,  159,  223,   19
  278,20200619,  182,  130,  239,    0
  278,20200620,  169,  114,  220,    0
  278,20200621,  183,   98,  260,    0
  278,20200622,  171,  102,  225,    0
  278,20200623,  195,   84,  265,    0
  278,20200624,  210,  125,  280,    0
  278,20200625,  227,  136,  290,    0
  278,20200626,  238,  143,  298,    0
  278,20200627,  214,  170,  268,   78
  278,20200628,  178,  133,  221,   -1
  278,20200629,  163,  119,  199,    0
  278,20200630,  156,  125,  191,   60
  278,20200701,  172,  138,  211,    9
  278,20200702,  166,  129,  209,   51
  278,20200703,  174,  130,  218,    0
  278,20200704,  167,  142,  182,   40
  278,20200705,  183,  151,  220,    2
  278,20200706,  142,   95,  172,   63
  278,20200707,  134,   75,  183,   10
  278,20200708,  138,  114,  160,   54
  278,20200709,  164,  139,  181,  102
  278,20200710,  139,   73,  172,   26
  278,20200711,  137,   69,  192,    2
  278,20200712,  146,   62,  210,    0
  278,20200713,  164,   78,  236,    0
  278,20200714,  152,  109,  179,   32
  278,20200715,  151,   83,  205,    1
  278,20200716,  156,  132,  187,    5
  278,20200717,  170,  108,  214,   -1
  278,20200718,  205,  146,  265,    0
  278,20200719,  184,  131,  253,    5
  278,20200720,  156,   84,  206,    0
  278,20200721,  142,   75,  204,    0
  278,20200722,  141,   64,  196,    0
  278,20200723,  173,   81,  240,    0
  278,20200724,  181,  149,  223,   -1
  278,20200725,  185,  155,  222,   23
  278,20200726,  181,  118,  224,   24
  278,20200727,  176,  119,  224,    4
  278,20200728,  174,  145,  210,    6
  278,20200729,  152,   83,  209,    2
  278,20200730,  172,   64,  249,    0
  278,20200731,  224,  112,  305,    0
  278,20200801,  209,  131,  271,    8
  278,20200802,  166,   93,  222,    8
  278,20200803,  141,   73,  225,   39
  278,20200804,  156,   76,  212,    0
  278,20200805,  204,  133,  283,    0
  278,20200806,  221,  115,  317,    0
  278,20200807,  240,  139,  341,    0
  278,20200808,  251,  139,  337,    0
  278,20200809,  247,  178,  313,    6
  278,20200810,  245,  153,  322,    0
  278,20200811,  259,  192,  337,    0
  278,20200812,  257,  188,  331,    0
  278,20200813,  244,  166,  329,   14
  278,20200814,  230,  181,  295,   17
  278,20200815,  213,  169,  272,    0
  278,20200816,  223,  157,  302,   10
  278,20200817,  180,  134,  243,  213
  278,20200818,  179,  122,  242,    0
  278,20200819,  208,  115,  273,    0
  278,20200820,  235,  189,  277,    1
  278,20200821,  233,  165,  293,    7
  278,20200822,  190,  159,  237,   14
  278,20200823,  169,  132,  203,    8
  278,20200824,  162,  107,  206,   42
  278,20200825,  162,  102,  192,   27
  278,20200826,  158,  126,  185,  137
  278,20200827,  157,  108,  201,    4
  278,20200828,  157,  116,  211,  132
  278,20200829,  146,  110,  185,   21
  278,20200830,  150,  120,  188,   73
  278,20200831,  150,   97,  186,    0
  278,20200901,  139,   77,  205,    0
  278,20200902,  136,   58,  212,    0
  278,20200903,  147,  106,  185,  168
  278,20200904,  169,  139,  208,   13
  278,20200905,  146,  107,  192,   19
  278,20200906,  133,   91,  178,   13
  278,20200907,  147,   74,  207,   -1
  278,20200908,  168,  140,  195,   -1
  278,20200909,  163,   81,  194,   14
  278,20200910,  128,   69,  193,    0
  278,20200911,  134,   81,  198,    0
  278,20200912,  137,   79,  185,    1
  278,20200913,  162,  107,  233,    0
  278,20200914,  184,   86,  294,    0
  278,20200915,  203,  112,  320,    0
  278,20200916,  172,  107,  236,    0
  278,20200917,  124,   71,  181,    0
  278,20200918,  130,   61,  200,    0
  278,20200919,  137,   60,  225,    0
  278,20200920,  137,   59,  221,    0
  278,20200921,  143,   63,  247,    0
  278,20200922,  134,   52,  235,    0
  278,20200923,  160,   80,  223,   45
  278,20200924,  145,  114,  182,   19
  278,20200925,  115,   98,  147,   11
  278,20200926,  119,   95,  140,  142
  278,20200927,  130,  116,  161,    1
  278,20200928,  119,  112,  127,   20
  278,20200929,  135,  112,  179,   77
  278,20200930,  156,  128,  194,    0
  278,20201001,  132,   90,  155,   35
  278,20201002,  130,   68,  171,    0
  278,20201003,  129,   92,  170,   52
  278,20201004,  119,   99,  149,    2
  278,20201005,  117,  101,  132,   23
  278,20201006,  123,  107,  144,  147
  278,20201007,  123,  105,  152,   10
  278,20201008,  126,  102,  155,  104
  278,20201009,  113,   86,  151,   22
  278,20201010,   80,   49,  119,   96
  278,20201011,   90,   46,  132,   27
  278,20201012,   90,   46,  134,   -1
  278,20201013,   87,   57,  134,    0
  278,20201014,   92,   60,  116,    0
  278,20201015,   90,   64,  123,    0
  278,20201016,   82,   58,  123,    0
  278,20201017,   73,   13,  125,    0
  278,20201018,   83,   10,  127,    2
  278,20201019,   84,   58,  125,   -1
  278,20201020,  111,   68,  141,    5
  278,20201021,  152,  122,  195,   66
  278,20201022,  138,  104,  173,   -1
  278,20201023,  122,   62,  167,    0
  278,20201024,  136,  115,  156,   -1
  278,20201025,  125,   96,  156,   14
  278,20201026,  100,   88,  123,    1
  278,20201027,  101,   86,  113,   17
  278,20201028,  101,   84,  127,   60
  278,20201029,  103,   72,  136,   59
  278,20201030,  144,  135,  155,   14
  278,20201031,  134,  108,  152,   35
  278,20201101,  141,  102,  175,   23
  278,20201102,  159,  104,  197,   35
  278,20201103,   92,   68,  130,    4
  278,20201104,   63,   18,  120,    0
  278,20201105,   66,   12,  123,    0
  278,20201106,   72,   28,  122,    0
  278,20201107,   64,   12,  131,    0
  278,20201108,   73,   16,  145,    0
  278,20201109,   99,   64,  149,    1
  278,20201110,   65,   43,   83,    0
  278,20201111,  102,   83,  123,    0
  278,20201112,   98,   72,  127,   73
  278,20201113,   93,   48,  123,   -1
  278,20201114,  120,   91,  147,   17
  278,20201115,  124,   89,  164,   94
  278,20201116,   99,   82,  120,   36
  278,20201117,  119,   92,  132,   11
  278,20201118,  128,  112,  148,    1
  278,20201119,   77,   28,  128,   11
  278,20201120,   51,   31,   93,    0
  278,20201121,   78,   34,   98,    0
  278,20201122,   83,   30,  112,   15
  278,20201123,   57,   25,  102,   -1
  278,20201124,   72,   47,  104,    0
  278,20201125,   64,   35,   89,    0
  278,20201126,   84,   73,   96,   20
  278,20201127,   63,   17,   79,   17
  278,20201128,   31,    8,   48,    0
  278,20201129,    2,  -46,   42,    0
  278,20201130,    6,  -50,   63,   63
  278,20201201,   73,   55,   92,   16
  278,20201202,   52,   48,   55,    0
  278,20201203,   51,   40,   57,   14
  278,20201204,   55,   11,   84,   24
  278,20201205,   13,  -22,   62,    0
  278,20201206,   23,  -23,   53,   24
  278,20201207,   47,   19,   61,  101
  278,20201208,   17,  -21,   47,    0
  278,20201209,    3,  -10,   16,    0
  278,20201210,    0,  -18,   14,    0
  278,20201211,   22,   -7,   44,   20
  278,20201212,   56,   34,   80,   25
  278,20201213,   61,   46,   86,    4
  278,20201214,   84,   58,  106,   48
  278,20201215,   82,   63,   94,   28
  278,20201216,   81,   51,   97,    0
  278,20201217,   88,   66,  103,   39
  278,20201218,   73,   51,  102,    0
  278,20201219,   89,   58,  119,    0
  278,20201220,   85,   67,  101,    0
  278,20201221,   73,   45,  118,   90
  278,20201222,   99,   60,  132,   98
  278,20201223,  100,   71,  120,  232
  278,20201224,   46,   20,   94,  175
  278,20201225,   29,    1,   55,   -1
  278,20201226,   39,   12,   54,    5
  278,20201227,   48,   42,   57,  172
  278,20201228,   34,    6,   55,   18
  278,20201229,   38,   31,   46,   23
  278,20201230,   34,   15,   59,    8
  278,20201231,   19,  -27,   35,    3
  278,20210101,   20,  -30,   48,   -1
  278,20210102,   35,   31,   40,    2
  278,20210103,   32,   27,   42,   11
  278,20210104,   27,   17,   35,   16
  278,20210105,   28,   18,   35,    3
  278,20210106,   18,    4,   25,    1
  278,20210107,   25,   11,   40,   12
  278,20210108,   15,  -12,   34,    4
  278,20210109,   15,  -26,   54,   10
  278,20210110,   14,  -37,   46,   -1
  278,20210111,   44,   26,   65,   21
  278,20210112,   45,    6,   77,  105
  278,20210113,   29,   -7,   55,   14
  278,20210114,   -1,  -39,   16,    0
  278,20210115,    6,   -5,   18,    0
  278,20210116,    5,   -8,   22,   15
  278,20210117,   24,   -6,   66,   11
  278,20210118,   41,   13,   60,    4
  278,20210119,   74,   43,  105,  119
  278,20210120,   88,   65,  109,    0
  278,20210121,   73,   42,  111,   80
  278,20210122,   36,   -1,   69,   18
  278,20210123,   23,   -2,   59,    4
  278,20210124,   10,  -23,   54,    0
  278,20210125,    7,  -52,   53,   34
  278,20210126,   36,   16,   61,   14
  278,20210127,   40,   10,   66,   30
  278,20210128,   37,   23,   53,   59
  278,20210129,   57,    0,   95,  122
  278,20210130,   -4,  -42,   16,    0
  278,20210131,  -27,  -64,    7,    0
  278,20210201,    0,   -9,    9,    2
  278,20210202,   22,    0,   77,   23
  278,20210203,   81,   61,   95,  183
  278,20210204,   60,   19,   90,    1
  278,20210205,   46,   30,   67,    7
  278,20210206,   10,  -22,   44,    4
  278,20210207,  -47,  -56,  -22,   37
  278,20210208,  -61, -118,  -47,   12
  278,20210209,  -54, -130,  -15,    0
  278,20210210,  -36,  -70,  -18,    0
  278,20210211,  -63, -118,   -8,    0
  278,20210212,  -71, -118,  -32,    0
  278,20210213,  -82, -141,  -20,    0
  278,20210214,  -29, -123,   21,    0
  278,20210215,   23,    8,   41,   41
  278,20210216,   63,   31,   91,   12
  278,20210217,   91,   71,  114,    0
  278,20210218,   86,   51,  120,   63
  278,20210219,   71,   31,  105,    0
  278,20210220,  116,   84,  153,    0
  278,20210221,  107,   39,  168,    0
  278,20210222,  116,   81,  157,    0
  278,20210223,  136,   87,  179,    0
  278,20210224,  135,  101,  188,    0
  278,20210225,  113,   75,  174,    0
  278,20210226,   64,   21,  103,    0
  278,20210227,   40,   -1,   83,    0
  278,20210228,   33,  -18,  100,    0
  278,20210301,   48,    0,  106,    0
  278,20210302,   49,  -16,  142,    0
  278,20210303,   43,   -7,   93,    0
  278,20210304,   36,   14,   57,    0
  278,20210305,   12,  -35,   65,    0
  278,20210306,    6,  -53,   69,    0
  278,20210307,   15,  -47,   54,    0
  278,20210308,   45,   29,   68,   19
  278,20210309,   49,   29,   75,   29
  278,20210310,   53,   -7,   90,   31
  278,20210311,   87,   61,  117,   89
  278,20210312,   66,   38,   87,   52
  278,20210313,   69,   54,   98,   65
  278,20210314,   60,   34,   99,   81
  278,20210315,   63,   43,   95,   35
  278,20210316,   57,   31,   89,   14
  278,20210317,   39,  -17,   78,    2
  278,20210318,   33,  -22,   81,    7
  278,20210319,   35,  -12,   93,    0
  278,20210320,   31,  -39,   81,    6
  278,20210321,   59,   30,   80,    4
  278,20210322,   58,   25,   78,   -1
  278,20210323,   70,   34,  117,    0
  278,20210324,   73,    6,  150,    0
  278,20210325,   79,   13,  140,   -1
  278,20210326,   99,   50,  151,    4
  278,20210327,   60,   36,   90,   23
  278,20210328,   95,   55,  128,    2
  278,20210329,  131,   75,  185,    0
  278,20210330,  123,   17,  221,    0
  278,20210331,  137,   25,  237,    0
  278,20210401,   92,   21,  135,    0
  278,20210402,   50,   -4,   76,    0
  278,20210403,   66,   27,  112,    0
  278,20210404,   61,   43,   97,    0
  278,20210405,   33,   -4,   78,   30
  278,20210406,   17,  -18,   60,   44
  278,20210407,   29,  -13,   73,   28
  278,20210408,   49,   -1,   90,   -1
  278,20210409,   72,   34,  121,    0
  278,20210410,   50,   29,   78,   94
  278,20210411,   34,  -22,   78,    2
  278,20210412,   25,  -32,   80,   23
  278,20210413,   39,  -21,   95,    4
  278,20210414,   36,  -31,   89,    1
  278,20210415,   54,    9,  105,    0
  278,20210416,   61,  -24,  132,    0
  278,20210417,   65,    1,  126,    0
  278,20210418,   81,   -5,  168,    0
  278,20210419,   91,   28,  155,    2
  278,20210420,  104,   25,  178,   -1
  278,20210421,   72,   15,  130,    0
  278,20210422,   62,   -6,  112,    0
  278,20210423,   65,  -15,  128,    0
  278,20210424,   67,   -9,  128,    0
  278,20210425,   67,   19,  112,    0
  278,20210426,   64,  -15,  127,    0
  278,20210427,   76,  -15,  139,    0
  278,20210428,  102,   13,  170,    0
  278,20210429,   75,   59,   83,   51
  278,20210430,   85,   61,  127,   20
  278,20210501,   79,   43,  124,    1
  278,20210502,   68,   11,  123,    0
  278,20210503,   94,   25,  135,   16
  278,20210504,   85,   57,  119,   71
  278,20210505,   68,   39,  106,   19
  278,20210506,   61,   15,  107,   26
  278,20210507,   64,    9,  124,   -1
  278,20210508,   94,   -3,  155,   40
  278,20210509,  190,  116,  261,    0
  278,20210510,  165,  120,  201,    2
  278,20210511,  136,  106,  164,    4
  278,20210512,  135,   91,  179,   37
  278,20210513,  124,   60,  179,   19
  278,20210514,   94,   60,  146,   19
  278,20210515,  101,   59,  156,   33
  278,20210516,  108,   71,  144,   52
  278,20210517,  112,   78,  149,   87
  278,20210518,  106,   54,  161,   37
  278,20210519,   99,   52,  142,   65
  278,20210520,  117,   40,  164,    0
  278,20210521,  129,   93,  157,   36
  278,20210522,  105,   77,  137,   22
  278,20210523,  110,   63,  148,   35
  278,20210524,  118,   89,  150,   49
  278,20210525,   99,   75,  144,  154
  278,20210526,  106,   74,  148,   93
  278,20210527,  104,   71,  132,   90
  278,20210528,  123,   59,  184,    0
  278,20210529,  122,   54,  182,    0
  278,20210530,  139,   50,  214,    0
  278,20210531,  142,   74,  225,    0
  278,20210601,  177,   77,  244,    0
  278,20210602,  199,  121,  274,    0
  278,20210603,  204,  155,  271,    1
  278,20210604,  208,  137,  268,   37
  278,20210605,  163,  145,  183,   47
  278,20210606,  154,  113,  188,    0
  278,20210607,  172,  105,  231,    0
  278,20210608,  173,   90,  243,    0
  278,20210609,  192,  111,  276,    0
  278,20210610,  198,   94,  271,    0
  278,20210611,  199,  127,  265,    0
  278,20210612,  168,   85,  215,    0
  278,20210613,  159,   74,  225,    0
  278,20210614,  199,  101,  284,    0
  278,20210615,  176,  114,  233,    0
  278,20210616,  211,  103,  294,    0
  278,20210617,  249,  163,  326,    0
  278,20210618,  225,  174,  310,   54
  278,20210619,  197,  164,  230,   47
  278,20210620,  191,  149,  226,   16
  278,20210621,  133,  106,  156,  238
  278,20210622,  141,   94,  180,    2
  278,20210623,  148,  113,  182,    1
  278,20210624,  154,  110,  199,    0
  278,20210625,  154,   83,  205,    2
  278,20210626,  192,  117,  246,    0
  278,20210627,  208,  149,  267,    0
  278,20210628,  207,  161,  259,   -1
  278,20210629,  170,  145,  203,   10
  278,20210630,  142,  126,  156,   60
  278,20210701,  154,  132,  179,   42
  278,20210702,  168,  135,  215,    0
  278,20210703,  188,  104,  252,   20
  278,20210704,  184,  160,  235,  465
  278,20210705,  170,  141,  205,   28
  278,20210706,  180,  137,  222,   50
  278,20210707,  174,  126,  233,    0
  278,20210708,  184,  116,  234,    1
  278,20210709,  185,  138,  233,    0
  278,20210710,  181,  130,  229,    0
  278,20210711,  192,  157,  242,    0
  278,20210712,  206,  166,  247,   28
  278,20210713,  197,  179,  221,    8
  278,20210714,  200,  181,  235,  129
  278,20210715,  183,  166,  193,   37
  278,20210716,  176,  153,  205,    0
  278,20210717,  197,  139,  251,    0
  278,20210718,  193,  129,  258,    0
  278,20210719,  170,  102,  221,    0
  278,20210720,  165,   93,  230,    0
  278,20210721,  182,  110,  247,    0
  278,20210722,  176,  105,  229,    0
  278,20210723,  157,   96,  209,    0
  278,20210724,  192,  124,  244,    8
  278,20210725,  196,  160,  256,   88
  278,20210726,  195,  144,  243,    0
  278,20210727,  182,  153,  226,  159
  278,20210728,  173,  145,  218,   56
  278,20210729,  169,  131,  219,   21
  278,20210730,  174,  122,  241,   73
  278,20210731,  164,  129,  208,   84
  278,20210801,  152,  108,  193,  115
  278,20210802,  149,   97,  208,    0
  278,20210803,  150,   91,  193,    0
  278,20210804,  169,  104,  222,    0
  278,20210805,  177,  122,  239,    0
  278,20210806,  182,  160,  214,   68
  278,20210807,  174,  135,  228,   45
  278,20210808,  164,  145,  202,   80
  278,20210809,  165,  135,  213,   57
  278,20210810,  164,  109,  221,   10
  278,20210811,  170,   95,  247,    0
  278,20210812,  187,  113,  251,    0
  278,20210813,  174,  123,  224,    0
  278,20210814,  177,  125,  228,    0
  278,20210815,  193,  138,  251,    0
  278,20210816,  159,  131,  193,   66
  278,20210817,  149,  121,  179,   27
  278,20210818,  166,  144,  196,    1
  278,20210819,  162,  145,  183,   11
  278,20210820,  172,  127,  226,   21
  278,20210821,  181,  126,  234,   15
  278,20210822,  177,  148,  218,  121
  278,20210823,  179,  131,  225,   -1
  278,20210824,  161,  104,  224,    0
  278,20210825,  150,   88,  211,    1
  278,20210826,  162,  126,  215,   -1
  278,20210827,  153,  124,  196,   30
  278,20210828,  164,  139,  196,    9
  278,20210829,  162,  148,  185,   30
  278,20210830,  176,  131,  226,    0
  278,20210831,  165,  125,  217,    0
  278,20210901,  161,  124,  187,    0
  278,20210902,  152,   96,  213,    0
  278,20210903,  152,   91,  223,    0
  278,20210904,  151,   96,  208,    0
  278,20210905,  145,   82,  223,    0
  278,20210906,  155,   69,  235,    0
  278,20210907,  179,  120,  251,    0
  278,20210908,  185,  108,  268,    0
  278,20210909,  196,  106,  269,    0
  278,20210910,  195,  172,  241,   88
  278,20210911,  179,  151,  220,   58
  278,20210912,  159,  111,  207,    0
  278,20210913,  145,  106,  192,    0
  278,20210914,  165,   93,  224,    2
  278,20210915,  176,  129,  214,   12
  278,20210916,  155,  108,  207,   20
  278,20210917,  150,  104,  207,    0
  278,20210918,  137,   92,  205,    0
  278,20210919,  138,   82,  182,    0
  278,20210920,  108,   45,  163,    0
  278,20210921,  120,   44,  182,    0
  278,20210922,  137,   68,  215,    0
  278,20210923,  149,  111,  190,    1
  278,20210924,  174,  141,  207,    0
  278,20210925,  168,  120,  192,    0
  278,20210926,  169,  106,  234,    0
